Organism,Reference,Similarity_Score,Novelty_score,Cluster_Rank,BGC_Type,Compounds,Matched_Organism,Habitat,Source
Rubritalea marina DSM 17739,BGC0002193.2,0.62,0.38,1878,other (other),phenguignardic acid,Aspergillus terreus NIH2624,Coral reef,antiSMASH
Penicillium citrinum ,BGC0001284.4,0.62,0.38,1879,PKS,alternariol,Parastagonospora nodorum SN15,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001135.5,0.62,0.38,1880,NRPS,"bicornutin A1, bicornutin A2",Xenorhabdus budapestensis,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002135.2,0.62,0.38,1881,NRPS,bovienimide A,Xenorhabdus bovienii SS-2004,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001261.3,0.62,0.38,1882,NRPS,AM-toxin,Alternaria alternata,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001135.5,0.62,0.38,1883,NRPS,"bicornutin A1, bicornutin A2",Xenorhabdus budapestensis,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002175.3,0.62,0.38,1884,PKS,YWA1,Aspergillus oryzae RIB40,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000107.3,0.62,0.38,1885,PKS,naphthopyrone,Aspergillus nidulans FGSC A4,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001276.3,0.62,0.38,1886,PKS,6-methylsalicyclic acid,Aspergillus terreus,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000342.4,0.62,0.38,1887,NRPS,enniatin,Fusarium equiseti,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000307.4,0.62,0.38,1888,NRPS,AbT1,Aureobasidium pullulans,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001250.4,0.62,0.38,1889,NRPS,epichloenin A,Epichloe festucae,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001251.4,0.62,0.38,1890,NRPS,epichloenin A,Epichloe festucae,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002191.2,0.62,0.38,1891,PKS,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001257.3,0.62,0.38,1892,PKS,"1,3,6,8-tetrahydroxynaphthalene",Nodulisporium sp. ATCC74245,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000107.3,0.62,0.38,1893,PKS,naphthopyrone,Aspergillus nidulans FGSC A4,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001258.3,0.62,0.38,1894,PKS,"1,3,6,8-tetrahydroxynaphthalene",Glarea lozoyensis,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001257.3,0.62,0.38,1895,PKS,"1,3,6,8-tetrahydroxynaphthalene",Nodulisporium sp. ATCC74245,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002175.3,0.62,0.38,1896,PKS,YWA1,Aspergillus oryzae RIB40,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002191.2,0.62,0.38,1897,PKS,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,Mangrove sediment,antiSMASH
Salinispora tropica CNB-496,BGC0001160.5,0.62,0.38,1898,PKS,"1-nonadecene, (14Z)-1,14-nonadecadiene",Synechococcus sp. PCC 7002,Marine Sponge,antiSMASH
Salinispora tropica CNB-497,BGC0001164.3,0.62,0.38,1899,PKS,1-heptadecene,Cyanothece sp. PCC 7822,Marine Sponge,antiSMASH
Salinispora tropica CNB-530,BGC0000272.3,0.62,0.38,1900,PKS,spore pigment,Streptomyces collinus,Marine Sponge,antiSMASH
Salinispora tropica CNB-550,BGC0001128.4,0.62,0.38,1901,NRPS,gamexpeptide C,Photorhabdus laumondii subsp. laumondii TTO1,Marine Sponge,antiSMASH
Salinispora tropica CNB-551,BGC0001160.5,0.62,0.38,1902,PKS,"1-nonadecene, (14Z)-1,14-nonadecadiene",Synechococcus sp. PCC 7002,Marine Sponge,antiSMASH
Salinispora tropica CNB-582,BGC0001164.3,0.62,0.38,1903,PKS,1-heptadecene,Cyanothece sp. PCC 7822,Marine Sponge,antiSMASH
Salinispora tropica CNB-583,BGC0001160.5,0.62,0.38,1904,PKS,"1-nonadecene, (14Z)-1,14-nonadecadiene",Synechococcus sp. PCC 7002,Marine Sponge,antiSMASH
Cladosporium halotolerans,BGC0002192.3,0.62,0.38,1905,PKS,FR901512,fungal sp. No.14919,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0001284.4,0.62,0.38,1906,PKS,alternariol,Parastagonospora nodorum SN15,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0001240.4,0.62,0.38,1907,NRPS,"serinocyclin A, serinocyclin B",Metarhizium robertsii,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0001261.3,0.62,0.38,1908,NRPS,AM-toxin,Alternaria alternata,Coastal sea water,antiSMASH
Marivita sp. LZ-15-32,BGC0002345.2,0.62,0.38,1909,other (other),hydrogen cyanide,Pseudomonas fluorescens,Marine water,antiSMASH
Pseudoalteromonas luteoviolacea,BGC0002135.2,0.63,0.37,1910,NRPS,bovienimide A,Xenorhabdus bovienii SS-2004,Coral reef,antiSMASH
Pseudoalteromonas luteoviolacea,BGC0001641.4,0.63,0.37,1911,NRPS,kolossin,Photorhabdus laumondii subsp. laumondii TTO1,Coral reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001276.3,0.63,0.37,1912,PKS,6-methylsalicyclic acid,Aspergillus terreus,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0000107.3,0.63,0.37,1913,PKS,naphthopyrone,Aspergillus nidulans FGSC A4,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001164.3,0.63,0.37,1914,PKS,1-heptadecene,Cyanothece sp. PCC 7822,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0000107.3,0.63,0.37,1915,PKS,naphthopyrone,Aspergillus nidulans FGSC A4,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002154.2,0.63,0.37,1916,PKS,"1,3,5,8-tetrahydroxynapthalene, 1-(alpha-l-(2-O-methyl)-6-deoxymannopyranosyloxy)-3,6,8-trimethoxynaphthalene",Pyricularia oryzae 70-15,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001273.3,0.63,0.37,1917,PKS,asperlactone,Aspergillus ochraceus,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001244.3,0.63,0.37,1918,PKS,(-)-Mellein,Parastagonospora nodorum,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0000037.4,0.63,0.37,1919,PKS,cichorine,Aspergillus nidulans FGSC A4,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001268.4,0.63,0.37,1920,"NRPS, PKS",fusarin C,Fusarium fujikuroi,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001254.3,0.63,0.37,1921,PKS,ACT-Toxin II,Alternaria alternata,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001275.3,0.63,0.37,1922,PKS,6-methylsalicyclic acid,Glarea lozoyensis,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001244.3,0.63,0.37,1923,PKS,(-)-Mellein,Parastagonospora nodorum,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001276.3,0.63,0.37,1924,PKS,6-methylsalicyclic acid,Aspergillus terreus,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001257.3,0.63,0.37,1925,PKS,"1,3,6,8-tetrahydroxynaphthalene",Nodulisporium sp. ATCC74245,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001240.4,0.63,0.37,1926,NRPS,"serinocyclin A, serinocyclin B",Metarhizium robertsii,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001249.5,0.63,0.37,1927,NRPS,dimethylcoprogen,Alternaria alternata,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001166.5,0.63,0.37,1928,NRPS,HC-toxin,Alternaria jesenskae,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0000342.4,0.63,0.37,1929,NRPS,enniatin,Fusarium equiseti,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001135.5,0.63,0.37,1930,NRPS,"bicornutin A1, bicornutin A2",Xenorhabdus budapestensis,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0000307.4,0.63,0.37,1931,NRPS,AbT1,Aureobasidium pullulans,Coral Reef,antiSMASH
Colwellia psychrerythraea 34H,BGC0000862.3,0.63,0.37,1932,other (other),eicosapentaenoic acid,Shewanella pneumatophori,Arctic Ocean,antiSMASH
Rubritalea marina DSM 17737,BGC0002164.2,0.63,0.37,1933,NRPS,peramine,Epichloe festucae,Coral reef,antiSMASH
Penicillium citrinum ,BGC0002191.2,0.63,0.37,1934,PKS,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000107.3,0.63,0.37,1935,PKS,naphthopyrone,Aspergillus nidulans FGSC A4,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002175.3,0.63,0.37,1936,PKS,YWA1,Aspergillus oryzae RIB40,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001275.3,0.63,0.37,1937,PKS,6-methylsalicyclic acid,Glarea lozoyensis,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001273.3,0.63,0.37,1938,PKS,asperlactone,Aspergillus ochraceus,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000037.4,0.63,0.37,1939,PKS,cichorine,Aspergillus nidulans FGSC A4,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001244.3,0.63,0.37,1940,PKS,(-)-Mellein,Parastagonospora nodorum,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002191.2,0.63,0.37,1941,PKS,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001240.4,0.63,0.37,1942,NRPS,"serinocyclin A, serinocyclin B",Metarhizium robertsii,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001251.4,0.63,0.37,1943,NRPS,epichloenin A,Epichloe festucae,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001250.4,0.63,0.37,1944,NRPS,epichloenin A,Epichloe festucae,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001254.3,0.63,0.37,1945,PKS,ACT-Toxin II,Alternaria alternata,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002192.3,0.63,0.37,1946,PKS,FR901512,fungal sp. No.14919,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001261.3,0.63,0.37,1947,NRPS,AM-toxin,Alternaria alternata,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002164.2,0.63,0.37,1948,NRPS,peramine,Epichloe festucae,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002191.2,0.63,0.37,1949,PKS,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002191.2,0.63,0.37,1950,PKS,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001254.3,0.63,0.37,1951,PKS,ACT-Toxin II,Alternaria alternata,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002192.3,0.63,0.37,1952,PKS,FR901512,fungal sp. No.14919,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001276.3,0.63,0.37,1953,PKS,6-methylsalicyclic acid,Aspergillus terreus,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001244.3,0.63,0.37,1954,PKS,(-)-Mellein,Parastagonospora nodorum,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000107.3,0.63,0.37,1955,PKS,naphthopyrone,Aspergillus nidulans FGSC A4,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001257.3,0.63,0.37,1956,PKS,"1,3,6,8-tetrahydroxynaphthalene",Nodulisporium sp. ATCC74245,Mangrove sediment,antiSMASH
Salinispora tropica CNB-456,BGC0002286.3,0.63,0.37,1957,NRPS,"ririwpeptide A, ririwpeptide B, ririwpeptide C",Photorhabdus laumondii subsp. laumondii TTO1,Marine Sponge,antiSMASH
Salinispora tropica CNB-457,BGC0002135.2,0.63,0.37,1958,NRPS,bovienimide A,Xenorhabdus bovienii SS-2004,Marine Sponge,antiSMASH
Salinispora tropica CNB-458,BGC0000357.5,0.63,0.37,1959,NRPS,"cyclo-(D-Phe-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Phe-D-Val-L-Ile), cyclo-(D-Phe-L-Phe-D-Ile-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Ile), cyclo-(D-Tyr-L-Trp-D-Ile-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Ile), cyclo-(D-Tyr-L-Phe-D-Ile-L-Val)",Penicillium rubens Wisconsin 54-1255,Marine Sponge,antiSMASH
Salinispora tropica CNB-459,BGC0000307.4,0.63,0.37,1960,NRPS,AbT1,Aureobasidium pullulans,Marine Sponge,antiSMASH
Salinispora tropica CNB-494,BGC0001275.3,0.63,0.37,1961,PKS,6-methylsalicyclic acid,Glarea lozoyensis,Marine Sponge,antiSMASH
Salinispora tropica CNB-495,BGC0000231.5,0.63,0.37,1962,PKS,"griseusin A, griseusin B",Streptomyces griseus,Marine Sponge,antiSMASH
Salinispora tropica CNB-547,BGC0002464.3,0.63,0.37,1963,other (other),alcaligin,Bordetella pertussis Tohama I,Marine Sponge,antiSMASH
Cladosporium halotolerans,BGC0000037.4,0.63,0.37,1964,PKS,cichorine,Aspergillus nidulans FGSC A4,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0001273.3,0.63,0.37,1965,PKS,asperlactone,Aspergillus ochraceus,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0001275.3,0.63,0.37,1966,PKS,6-methylsalicyclic acid,Glarea lozoyensis,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0002274.2,0.63,0.37,1967,NRPS,"aspulvinone H, aspulvinone B1",Aspergillus terreus NIH2624,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0002277.2,0.63,0.37,1968,NRPS,atromentin,Suillus grevillei,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0001166.5,0.63,0.37,1969,NRPS,HC-toxin,Alternaria jesenskae,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0001135.5,0.63,0.37,1970,NRPS,"bicornutin A1, bicornutin A2",Xenorhabdus budapestensis,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0001244.3,0.63,0.37,1971,PKS,(-)-Mellein,Parastagonospora nodorum,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0001254.3,0.63,0.37,1972,PKS,ACT-Toxin II,Alternaria alternata,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0001275.3,0.63,0.37,1973,PKS,6-methylsalicyclic acid,Glarea lozoyensis,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0001276.3,0.63,0.37,1974,PKS,6-methylsalicyclic acid,Aspergillus terreus,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0001273.3,0.63,0.37,1975,PKS,asperlactone,Aspergillus ochraceus,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0000107.3,0.63,0.37,1976,PKS,naphthopyrone,Aspergillus nidulans FGSC A4,Coastal sea water,antiSMASH
Pseudoalteromonas luteoviolacea,BGC0000307.4,0.64,0.36,1977,NRPS,AbT1,Aureobasidium pullulans,Coral reef,antiSMASH
Pseudoalteromonas luteoviolacea,BGC0001128.4,0.64,0.36,1978,NRPS,gamexpeptide C,Photorhabdus laumondii subsp. laumondii TTO1,Coral reef,antiSMASH
Pseudoalteromonas luteoviolacea,BGC0001240.4,0.64,0.36,1979,NRPS,"serinocyclin A, serinocyclin B",Metarhizium robertsii,Coral reef,antiSMASH
Pseudoalteromonas luteoviolacea,BGC0002286.3,0.64,0.36,1980,NRPS,"ririwpeptide A, ririwpeptide B, ririwpeptide C",Photorhabdus laumondii subsp. laumondii TTO1,Coral reef,antiSMASH
Pseudoalteromonas luteoviolacea,BGC0001135.5,0.64,0.36,1981,NRPS,"bicornutin A1, bicornutin A2",Xenorhabdus budapestensis,Coral reef,antiSMASH
Pseudoalteromonas luteoviolacea,BGC0001261.3,0.64,0.36,1982,NRPS,AM-toxin,Alternaria alternata,Coral reef,antiSMASH
Pseudoalteromonas luteoviolacea,BGC0002135.2,0.64,0.36,1983,NRPS,bovienimide A,Xenorhabdus bovienii SS-2004,Coral reef,antiSMASH
Pseudoalteromonas luteoviolacea,BGC0000307.4,0.64,0.36,1984,NRPS,AbT1,Aureobasidium pullulans,Coral reef,antiSMASH
Shewanella piezotolerans WP20,BGC0002008.3,0.64,0.36,1985,other (other),aryl polyenes,Xenorhabdus doucetiae,Deep sea ,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001240.4,0.64,0.36,1986,NRPS,"serinocyclin A, serinocyclin B",Metarhizium robertsii,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001135.5,0.64,0.36,1987,NRPS,"bicornutin A1, bicornutin A2",Xenorhabdus budapestensis,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002191.2,0.64,0.36,1988,PKS,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002192.3,0.64,0.36,1989,PKS,FR901512,fungal sp. No.14919,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002192.3,0.64,0.36,1990,PKS,FR901512,fungal sp. No.14919,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001273.3,0.64,0.36,1991,PKS,asperlactone,Aspergillus ochraceus,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001261.3,0.64,0.36,1992,NRPS,AM-toxin,Alternaria alternata,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0000357.5,0.64,0.36,1993,NRPS,"cyclo-(D-Phe-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Phe-D-Val-L-Ile), cyclo-(D-Phe-L-Phe-D-Ile-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Ile), cyclo-(D-Tyr-L-Trp-D-Ile-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Ile), cyclo-(D-Tyr-L-Phe-D-Ile-L-Val)",Penicillium rubens Wisconsin 54-1255,Coral Reef,antiSMASH
Penicillium citrinum ,BGC0002191.2,0.64,0.36,1994,PKS,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001276.3,0.64,0.36,1995,PKS,6-methylsalicyclic acid,Aspergillus terreus,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001240.4,0.64,0.36,1996,NRPS,"serinocyclin A, serinocyclin B",Metarhizium robertsii,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001166.5,0.64,0.36,1997,NRPS,HC-toxin,Alternaria jesenskae,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000357.5,0.64,0.36,1998,NRPS,"cyclo-(D-Phe-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Trp-D-Val-L-Val), cyclo-(D-Phe-L-Phe-D-Val-L-Ile), cyclo-(D-Phe-L-Phe-D-Ile-L-Val), cyclo-(D-Tyr-L-Trp-D-Val-L-Ile), cyclo-(D-Tyr-L-Trp-D-Ile-L-Val), cyclo-(D-Tyr-L-Phe-D-Val-L-Ile), cyclo-(D-Tyr-L-Phe-D-Ile-L-Val)",Penicillium rubens Wisconsin 54-1255,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000037.4,0.64,0.36,1999,PKS,cichorine,Aspergillus nidulans FGSC A4,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001254.3,0.64,0.36,2000,PKS,ACT-Toxin II,Alternaria alternata,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000037.4,0.64,0.36,2001,PKS,cichorine,Aspergillus nidulans FGSC A4,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002192.3,0.64,0.36,2002,PKS,FR901512,fungal sp. No.14919,Mangrove sediment,antiSMASH
Salinispora tropica CNB-452,BGC0001833.4,0.64,0.36,2003,NRPS,"icosalide A, icosalide B",Burkholderia gladioli,Marine Sponge,antiSMASH
Salinispora tropica CNB-453,BGC0001641.4,0.64,0.36,2004,NRPS,kolossin,Photorhabdus laumondii subsp. laumondii TTO1,Marine Sponge,antiSMASH
Salinispora tropica CNB-454,BGC0001128.4,0.64,0.36,2005,NRPS,gamexpeptide C,Photorhabdus laumondii subsp. laumondii TTO1,Marine Sponge,antiSMASH
Salinispora tropica CNB-455,BGC0001132.4,0.64,0.36,2006,NRPS,xenotetrapeptide,Xenorhabdus nematophila ATCC 19061,Marine Sponge,antiSMASH
Salinispora tropica CNB-493,BGC0001817.5,0.64,0.36,2007,other (other),vancosamine,Streptomyces sp. WAC2288,Marine Sponge,antiSMASH
Cladosporium halotolerans,BGC0002191.2,0.64,0.36,2008,PKS,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0002193.2,0.64,0.36,2009,other (other),phenguignardic acid,Aspergillus terreus NIH2624,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0002192.3,0.64,0.36,2010,PKS,FR901512,fungal sp. No.14919,Coastal sea water,antiSMASH
Pseudoalteromonas luteoviolacea,BGC0001132.4,0.65,0.35,2011,NRPS,xenotetrapeptide,Xenorhabdus nematophila ATCC 19061,Coral reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001249.5,0.65,0.35,2012,NRPS,dimethylcoprogen,Alternaria alternata,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002191.2,0.65,0.35,2013,PKS,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001254.3,0.65,0.35,2014,PKS,ACT-Toxin II,Alternaria alternata,Coral Reef,antiSMASH
Penicillium citrinum ,BGC0000013.3,0.65,0.35,2015,PKS,alternariol,Aspergillus nidulans FGSC A4,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001258.3,0.65,0.35,2016,PKS,"1,3,6,8-tetrahydroxynaphthalene",Glarea lozoyensis,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002154.2,0.65,0.35,2017,PKS,"1,3,5,8-tetrahydroxynapthalene, 1-(alpha-l-(2-O-methyl)-6-deoxymannopyranosyloxy)-3,6,8-trimethoxynaphthalene",Pyricularia oryzae 70-15,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001257.3,0.65,0.35,2018,PKS,"1,3,6,8-tetrahydroxynaphthalene",Nodulisporium sp. ATCC74245,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002175.3,0.65,0.35,2019,PKS,YWA1,Aspergillus oryzae RIB40,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0000107.3,0.65,0.35,2020,PKS,naphthopyrone,Aspergillus nidulans FGSC A4,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001254.3,0.65,0.35,2021,PKS,ACT-Toxin II,Alternaria alternata,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0002192.3,0.65,0.35,2022,PKS,FR901512,fungal sp. No.14919,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001166.5,0.65,0.35,2023,NRPS,HC-toxin,Alternaria jesenskae,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001240.4,0.65,0.35,2024,NRPS,"serinocyclin A, serinocyclin B",Metarhizium robertsii,Mangrove sediment,antiSMASH
Penicillium citrinum ,BGC0001249.5,0.65,0.35,2025,NRPS,dimethylcoprogen,Alternaria alternata,Mangrove sediment,antiSMASH
Salinispora tropica CNB-480,BGC0001633.3,0.65,0.35,2026,other (other),"ketomemicin B3, ketomemicin B4",Streptomyces mobaraensis NBRC 13819 = DSM 40847,Marine Sponge,antiSMASH
Thalassiosira pseudonana,BGC0002276.2,0.65,0.35,2027,NRPS,choline,Aspergillus nidulans FGSC A4,Open ocean (photic zone),antiSMASH
Cladosporium halotolerans,BGC0001275.3,0.65,0.35,2028,PKS,6-methylsalicyclic acid,Glarea lozoyensis,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0001276.3,0.65,0.35,2029,PKS,6-methylsalicyclic acid,Aspergillus terreus,Coastal sea water,antiSMASH
Cladosporium halotolerans,BGC0001244.3,0.65,0.35,2030,PKS,(-)-Mellein,Parastagonospora nodorum,Coastal sea water,antiSMASH
Marivita sp. LZ-15-19,BGC0000858.3,0.65,0.35,2031,other (other),ectoine,Methylobacter marinus,Marine water,antiSMASH
Marivita sp. LZ-15-23,BGC0000656.5,0.65,0.35,2032,terpene,zeaxanthin,Xanthobacter autotrophicus Py2,Marine water,antiSMASH
Tropicibacter alexandrii,BGC0000858.3,0.65,0.35,2033,other (other),ectoine,Methylobacter marinus,Marine Dinoflagellate,antiSMASH
Tropicibacter alexandrii,BGC0000656.5,0.65,0.35,2034,terpene,zeaxanthin,Xanthobacter autotrophicus Py2,Marine Dinoflagellate,antiSMASH
Pseudoalteromonas luteoviolacea,BGC0001135.5,0.66,0.34,2035,NRPS,"bicornutin A1, bicornutin A2",Xenorhabdus budapestensis,Coral reef,antiSMASH
Pseudoalteromonas luteoviolacea,BGC0002286.3,0.66,0.34,2036,NRPS,"ririwpeptide A, ririwpeptide B, ririwpeptide C",Photorhabdus laumondii subsp. laumondii TTO1,Coral reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0001284.4,0.66,0.34,2037,PKS,alternariol,Parastagonospora nodorum SN15,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002191.2,0.66,0.34,2038,PKS,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,Coral Reef,antiSMASH
Aureobasidium pullulans var. aubasidianus,BGC0002191.2,0.66,0.34,2039,PKS,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,Coral Reef,antiSMASH
Penicillium citrinum ,BGC0001273.3,0.66,0.34,2040,PKS,asperlactone,Aspergillus ochraceus,Mangrove sediment,antiSMASH
